# Program:featureCounts v2.0.6; Command:"featureCounts" "-T" "8" "-p" "-B" "-C" "-F" "GFF3" "-t" "gene" "-g" "locus_tag" "-a" "/home/sararomi/Opemidimeji_2/ref/genome_fixed.gff3" "-o" "/home/sararomi/Opemidimeji_2/results/counts/gene_counts.txt" "/home/sararomi/Opemidimeji_2/results/mapping/SRR20959676_GSM6435908_C-PJI04_Staphylococcus_aureus_RNA-Seq.sorted.bam" "/home/sararomi/Opemidimeji_2/results/mapping/SRR20959677_GSM6435907_C-PJI03_Staphylococcus_aureus_RNA-Seq.sorted.bam" "/home/sararomi/Opemidimeji_2/results/mapping/SRR20959678_GSM6435906_C-PJI02_Staphylococcus_aureus_RNA-Seq.sorted.bam" "/home/sararomi/Opemidimeji_2/results/mapping/SRR20959679_GSM6435905_C-PJI01_Staphylococcus_aureus_RNA-Seq.sorted.bam" "/home/sararomi/Opemidimeji_2/results/mapping/SRR20959680_GSM6435904_A-PJI04_Staphylococcus_aureus_RNA-Seq.sorted.bam" "/home/sararomi/Opemidimeji_2/results/mapping/SRR20959681_GSM6435903_A-PJI03_Staphylococcus_aureus_RNA-Seq.sorted.bam" "/home/sararomi/Opemidimeji_2/results/mapping/SRR20959682_GSM6435902_A-PJI02_Staphylococcus_aureus_RNA-Seq.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/home/sararomi/Opemidimeji_2/results/mapping/SRR20959676_GSM6435908_C-PJI04_Staphylococcus_aureus_RNA-Seq.sorted.bam	/home/sararomi/Opemidimeji_2/results/mapping/SRR20959677_GSM6435907_C-PJI03_Staphylococcus_aureus_RNA-Seq.sorted.bam	/home/sararomi/Opemidimeji_2/results/mapping/SRR20959678_GSM6435906_C-PJI02_Staphylococcus_aureus_RNA-Seq.sorted.bam	/home/sararomi/Opemidimeji_2/results/mapping/SRR20959679_GSM6435905_C-PJI01_Staphylococcus_aureus_RNA-Seq.sorted.bam	/home/sararomi/Opemidimeji_2/results/mapping/SRR20959680_GSM6435904_A-PJI04_Staphylococcus_aureus_RNA-Seq.sorted.bam	/home/sararomi/Opemidimeji_2/results/mapping/SRR20959681_GSM6435903_A-PJI03_Staphylococcus_aureus_RNA-Seq.sorted.bam	/home/sararomi/Opemidimeji_2/results/mapping/SRR20959682_GSM6435902_A-PJI02_Staphylococcus_aureus_RNA-Seq.sorted.bam
SAUSA300_RS03695	NC_007793.1	764160	764999	+	840	0	0	0	0	0	0	0
SAUSA300_RS03700	NC_007793.1	765131	766114	+	984	0	0	0	0	0	0	0
SAUSA300_RS03705	NC_007793.1	766186	767241	-	1056	0	0	0	0	0	0	0
SAUSA300_RS03710	NC_007793.1	767241	767927	-	687	0	0	0	0	0	0	0
SAUSA300_RS03715	NC_007793.1	767902	768375	-	474	0	0	0	0	0	0	0
SAUSA300_RS03720	NC_007793.1	768717	769157	-	441	0	0	0	0	0	0	0
SAUSA300_RS03725	NC_007793.1	769437	770021	-	585	0	0	0	0	0	0	0
SAUSA300_RS03730	NC_007793.1	770120	770833	-	714	0	0	0	0	0	0	0
SAUSA300_RS03735	NC_007793.1	770837	771256	-	420	0	0	0	0	0	0	0
SAUSA300_RS03740	NC_007793.1	771258	771926	-	669	0	0	0	0	0	0	0
SAUSA300_RS03745	NC_007793.1	772277	772870	+	594	0	0	0	0	0	0	0
SAUSA300_RS03750	NC_007793.1	772854	774005	+	1152	0	0	0	0	0	0	0
SAUSA300_RS03755	NC_007793.1	774005	774613	+	609	0	0	0	0	0	0	0
SAUSA300_RS03760	NC_007793.1	774679	774885	+	207	0	0	0	0	0	0	0
SAUSA300_RS03765	NC_007793.1	774973	775683	+	711	0	0	0	0	0	0	0
SAUSA300_RS03770	NC_007793.1	775667	776671	+	1005	0	0	0	0	0	0	0
SAUSA300_RS03775	NC_007793.1	777145	779085	+	1941	0	0	0	0	0	0	0
SAUSA300_RS03785	NC_007793.1	779356	781239	+	1884	0	0	0	0	0	0	0
SAUSA300_RS03790	NC_007793.1	781251	783032	+	1782	0	0	0	0	0	0	0
SAUSA300_RS03795	NC_007793.1	783254	784231	+	978	0	0	0	0	0	0	0
SAUSA300_RS03800	NC_007793.1	784224	785738	+	1515	0	0	0	0	0	0	0
SAUSA300_RS03805	NC_007793.1	785978	787036	+	1059	0	0	0	0	0	0	0
SAUSA300_RS03810	NC_007793.1	787387	787929	+	543	0	0	0	0	0	0	0
SAUSA300_RS03815	NC_007793.1	788553	789470	-	918	0	0	0	0	0	0	0
SAUSA300_RS03820	NC_007793.1	789561	789662	+	102	0	0	0	0	0	0	0
SAUSA300_RS03825	NC_007793.1	789740	791245	-	1506	0	0	0	0	0	0	0
SAUSA300_RS15970	NC_007793.1	791311	791556	-	246	0	0	0	0	0	0	0
SAUSA300_RS03830	NC_007793.1	791586	792086	-	501	0	0	0	0	0	0	0
SAUSA300_RS03835	NC_007793.1	792106	792972	-	867	0	0	0	0	0	0	0
SAUSA300_RS03840	NC_007793.1	793773	794171	+	399	0	0	0	0	0	0	0
SAUSA300_RS03845	NC_007793.1	794134	796239	+	2106	0	0	0	0	0	0	0
SAUSA300_RS03850	NC_007793.1	796357	797328	+	972	0	0	0	0	0	0	0
SAUSA300_RS03860	NC_007793.1	797842	797997	+	156	0	0	0	0	0	0	0
SAUSA300_RS03865	NC_007793.1	798036	799007	+	972	0	0	0	0	0	0	0
SAUSA300_RS03870	NC_007793.1	798994	799950	+	957	0	0	0	0	0	0	0
SAUSA300_RS03875	NC_007793.1	799947	800708	+	762	0	0	0	0	0	0	0
SAUSA300_RS03880	NC_007793.1	800827	801855	+	1029	0	0	0	0	0	0	0
SAUSA300_RS03885	NC_007793.1	802172	802486	-	315	0	0	0	0	0	0	0
SAUSA300_RS03890	NC_007793.1	802504	803427	-	924	0	0	0	0	0	0	0
SAUSA300_RS03895	NC_007793.1	803554	804072	-	519	0	0	0	0	0	0	0
SAUSA300_RS03900	NC_007793.1	804192	805070	+	879	0	0	0	0	0	0	0
SAUSA300_RS03905	NC_007793.1	805224	805544	+	321	0	0	0	0	0	0	0
SAUSA300_RS03910	NC_007793.1	805969	807093	+	1125	0	0	0	0	0	0	0
SAUSA300_RS03915	NC_007793.1	807282	808508	-	1227	0	0	0	0	0	0	0
SAUSA300_RS03920	NC_007793.1	808522	809016	-	495	0	0	0	0	0	0	0
SAUSA300_RS03925	NC_007793.1	809034	809795	-	762	0	0	0	0	0	0	0
SAUSA300_RS03930	NC_007793.1	809991	811061	-	1071	0	0	0	0	0	0	0
SAUSA300_RS03935	NC_007793.1	811379	812434	+	1056	0	0	0	0	0	0	0
SAUSA300_RS03940	NC_007793.1	812604	813245	-	642	0	0	0	0	0	0	0
SAUSA300_RS03945	NC_007793.1	813389	814255	+	867	0	0	0	0	0	0	0
SAUSA300_RS03950	NC_007793.1	814619	815701	+	1083	0	0	0	0	0	0	0
SAUSA300_RS03955	NC_007793.1	815694	816368	+	675	0	0	0	0	0	0	0
SAUSA300_RS03960	NC_007793.1	816429	817001	+	573	0	0	0	0	0	0	0
SAUSA300_RS03965	NC_007793.1	817415	819946	+	2532	0	0	0	0	0	0	0
SAUSA300_RS03970	NC_007793.1	819988	820092	+	105	0	0	0	0	0	0	0
SAUSA300_RS03975	NC_007793.1	820261	821371	+	1111	0	0	0	0	0	0	0
SAUSA300_RS03980	NC_007793.1	821525	821632	+	108	0	0	0	0	0	0	0
SAUSA300_RS03985	NC_007793.1	821780	822619	+	840	0	0	0	0	0	0	0
SAUSA300_RS03990	NC_007793.1	822793	823443	+	651	0	0	0	0	0	0	0
SAUSA300_RS03995	NC_007793.1	823440	823676	+	237	0	0	0	0	0	0	0
SAUSA300_RS04000	NC_007793.1	823945	825930	+	1986	0	0	0	0	0	0	0
SAUSA300_RS04005	NC_007793.1	825938	828784	+	2847	0	0	0	0	0	0	0
SAUSA300_RS04010	NC_007793.1	829446	830378	+	933	0	0	0	0	0	0	0
SAUSA300_RS04015	NC_007793.1	830384	831223	+	840	0	0	0	0	0	0	0
SAUSA300_RS04020	NC_007793.1	831231	831716	+	486	0	0	0	0	0	0	0
SAUSA300_RS04025	NC_007793.1	831724	833163	+	1440	0	0	0	0	0	0	0
SAUSA300_RS04030	NC_007793.1	833230	834165	+	936	0	0	0	0	0	0	0
SAUSA300_RS04040	NC_007793.1	835045	835956	+	912	0	0	0	0	0	0	0
SAUSA300_RS04045	NC_007793.1	835953	836948	+	996	0	0	0	0	0	0	0
SAUSA300_RS04050	NC_007793.1	837058	838002	+	945	0	0	0	0	0	0	0
SAUSA300_RS04060	NC_007793.1	838576	839163	+	588	0	0	0	0	0	0	0
SAUSA300_RS04065	NC_007793.1	839406	840308	-	903	0	0	0	0	0	0	0
SAUSA300_RS04070	NC_007793.1	841010	841639	+	630	0	0	0	0	0	0	0
SAUSA300_RS04075	NC_007793.1	842281	843294	+	1014	0	0	0	0	0	0	0
SAUSA300_RS04080	NC_007793.1	843347	844357	+	1011	0	0	0	0	0	0	0
SAUSA300_RS04085	NC_007793.1	844496	845686	+	1191	0	0	0	0	0	0	0
SAUSA300_RS04090	NC_007793.1	845808	846569	+	762	0	0	0	0	0	0	0
SAUSA300_RS04095	NC_007793.1	846572	848089	+	1518	0	0	0	0	0	0	0
SAUSA300_RS04100	NC_007793.1	848219	849523	+	1305	0	0	0	0	0	0	0
SAUSA300_RS04105	NC_007793.1	849863	850321	+	459	0	0	0	0	0	0	0
SAUSA300_RS04110	NC_007793.1	850388	850621	+	234	0	0	0	0	0	0	0
SAUSA300_RS04115	NC_007793.1	850737	851477	+	741	0	0	0	0	0	0	0
SAUSA300_RS04120	NC_007793.1	851511	853883	+	2373	0	0	0	0	0	0	0
SAUSA300_RS04125	NC_007793.1	853905	854369	+	465	0	0	0	0	0	0	0
SAUSA300_RS15205	NC_007793.1	854460	854821	+	362	0	0	0	0	0	0	0
SAUSA300_RS04135	NC_007793.1	855691	856014	-	324	0	0	0	0	0	0	0
SAUSA300_RS15975	NC_007793.1	856030	856176	-	147	0	0	0	0	0	0	0
SAUSA300_RS04145	NC_007793.1	856368	857096	-	729	0	0	0	0	0	0	0
SAUSA300_RS04150	NC_007793.1	857532	857687	+	156	0	0	0	0	0	0	0
SAUSA300_RS04160	NC_007793.1	858355	858885	+	531	0	0	0	0	0	0	0
SAUSA300_RS04165	NC_007793.1	859148	861949	+	2802	0	0	0	0	0	0	0
SAUSA300_RS04170	NC_007793.1	862170	863696	+	1527	0	0	0	0	0	0	0
SAUSA300_RS04175	NC_007793.1	864047	865069	+	1023	0	0	0	0	0	0	0
SAUSA300_RS04180	NC_007793.1	865404	865874	+	471	0	0	0	0	0	0	0
SAUSA300_RS04185	NC_007793.1	866215	866901	+	687	0	0	0	0	0	0	0
SAUSA300_RS04190	NC_007793.1	867258	867458	+	201	0	0	0	0	0	0	0
SAUSA300_RS04195	NC_007793.1	867954	868172	-	219	0	0	0	0	0	0	0
SAUSA300_RS04200	NC_007793.1	868234	868518	-	285	0	0	0	0	0	0	0
SAUSA300_RS04205	NC_007793.1	868606	869175	-	570	0	0	0	0	0	0	0
SAUSA300_RS04210	NC_007793.1	869363	869551	-	189	0	0	0	0	0	0	0
SAUSA300_RS04215	NC_007793.1	869580	869840	-	261	0	0	0	0	0	0	0
SAUSA300_RS04220	NC_007793.1	870181	870384	+	204	0	0	0	0	0	0	0
SAUSA300_RS04225	NC_007793.1	870381	870617	-	237	0	0	0	0	0	0	0
SAUSA300_RS04230	NC_007793.1	870842	871423	+	582	0	0	0	0	0	0	0
SAUSA300_RS04235	NC_007793.1	871496	872113	-	618	0	0	0	0	0	0	0
SAUSA300_RS04240	NC_007793.1	872268	872762	-	495	0	0	0	0	0	0	0
SAUSA300_RS04245	NC_007793.1	873161	873583	-	423	0	0	0	0	0	0	0
SAUSA300_RS04250	NC_007793.1	873731	874447	+	717	0	0	0	0	0	0	0
SAUSA300_RS04255	NC_007793.1	874530	875069	+	540	0	0	0	0	0	0	0
SAUSA300_RS04260	NC_007793.1	875219	875539	-	321	0	0	0	0	0	0	0
SAUSA300_RS04265	NC_007793.1	875683	876039	+	357	0	0	0	0	0	0	0
SAUSA300_RS04270	NC_007793.1	876197	876577	+	381	0	0	0	0	0	0	0
SAUSA300_RS04280	NC_007793.1	876756	877634	+	879	0	0	0	0	0	0	0
SAUSA300_RS04290	NC_007793.1	878376	878762	+	387	0	0	0	0	0	0	0
SAUSA300_RS04295	NC_007793.1	878755	879051	+	297	0	0	0	0	0	0	0
SAUSA300_RS04300	NC_007793.1	879301	880326	+	1026	0	0	0	0	0	0	0
SAUSA300_RS04305	NC_007793.1	880319	881014	+	696	0	0	0	0	0	0	0
SAUSA300_RS04310	NC_007793.1	881032	881853	+	822	0	0	0	0	0	0	0
SAUSA300_RS04315	NC_007793.1	881996	883216	-	1221	0	0	0	0	0	0	0
SAUSA300_RS04320	NC_007793.1	883304	884032	-	729	0	0	0	0	0	0	0
SAUSA300_RS04325	NC_007793.1	884056	884784	-	729	0	0	0	0	0	0	0
SAUSA300_RS04330	NC_007793.1	884801	885259	-	459	0	0	0	0	0	0	0
SAUSA300_RS04335	NC_007793.1	885271	885603	-	333	0	0	0	0	0	0	0
SAUSA300_RS04340	NC_007793.1	885796	886059	+	264	0	0	0	0	0	0	0
SAUSA300_RS04345	NC_007793.1	886052	886324	+	273	0	0	0	0	0	0	0
SAUSA300_RS15215	NC_007793.1	886336	886509	+	174	0	0	0	0	0	0	0
SAUSA300_RS04350	NC_007793.1	886476	886679	+	204	0	0	0	0	0	0	0
SAUSA300_RS04355	NC_007793.1	886681	887064	+	384	0	0	0	0	0	0	0
SAUSA300_RS04360	NC_007793.1	887065	887313	+	249	0	0	0	0	0	0	0
SAUSA300_RS04365	NC_007793.1	887405	889777	+	2373	0	0	0	0	0	0	0
SAUSA300_RS04370	NC_007793.1	890448	890792	+	345	0	0	0	0	0	0	0
SAUSA300_RS04375	NC_007793.1	891017	891223	+	207	0	0	0	0	0	0	0
SAUSA300_RS04380	NC_007793.1	891210	892268	+	1059	0	0	0	0	0	0	0
SAUSA300_RS04385	NC_007793.1	892452	892943	+	492	0	0	0	0	0	0	0
SAUSA300_RS04390	NC_007793.1	893372	894340	+	969	0	0	0	0	0	0	0
SAUSA300_RS04395	NC_007793.1	894575	895129	-	555	0	0	0	0	0	0	0
SAUSA300_RS04400	NC_007793.1	896163	896357	+	195	0	0	0	0	0	0	0
SAUSA300_RS04405	NC_007793.1	896590	897441	-	852	0	0	0	0	0	0	0
SAUSA300_RS04410	NC_007793.1	897769	898530	+	762	0	0	0	0	0	0	0
SAUSA300_RS04415	NC_007793.1	898628	899935	+	1308	0	0	0	0	0	0	0
SAUSA300_RS04420	NC_007793.1	900041	901291	+	1251	0	0	0	0	0	0	0
SAUSA300_RS04425	NC_007793.1	901281	901745	+	465	0	0	0	0	0	0	0
SAUSA300_RS04430	NC_007793.1	901896	903293	+	1398	0	0	0	0	0	0	0
SAUSA300_RS04435	NC_007793.1	903480	903617	+	138	0	0	0	0	0	0	0
SAUSA300_RS04440	NC_007793.1	903623	903937	-	315	0	0	0	0	0	0	0
SAUSA300_RS04445	NC_007793.1	904302	905342	+	1041	0	0	0	0	0	0	0
SAUSA300_RS04450	NC_007793.1	905356	906423	+	1068	0	0	0	0	0	0	0
SAUSA300_RS04455	NC_007793.1	906490	906588	+	99	0	0	0	0	0	0	0
SAUSA300_RS04460	NC_007793.1	906636	907484	+	849	0	0	0	0	0	0	0
SAUSA300_RS04465	NC_007793.1	907497	908324	+	828	0	0	0	0	0	0	0
SAUSA300_RS04470	NC_007793.1	908351	909670	+	1320	0	0	0	0	0	0	0
SAUSA300_RS04475	NC_007793.1	909754	910671	+	918	0	0	0	0	0	0	0
SAUSA300_RS04480	NC_007793.1	910801	911184	+	384	0	0	0	0	0	0	0
SAUSA300_RS04485	NC_007793.1	911263	911529	-	267	0	0	0	0	0	0	0
SAUSA300_RS04490	NC_007793.1	911627	912061	+	435	0	0	0	0	0	0	0
SAUSA300_RS04495	NC_007793.1	912061	912840	+	780	0	0	0	0	0	0	0
SAUSA300_RS04500	NC_007793.1	912873	913832	+	960	0	0	0	0	0	0	0
SAUSA300_RS04505	NC_007793.1	914086	914196	+	111	0	0	0	0	0	0	0
SAUSA300_RS04510	NC_007793.1	914244	914396	+	153	0	0	0	0	0	0	0
SAUSA300_RS04515	NC_007793.1	914412	915869	+	1458	0	0	0	0	0	0	0
SAUSA300_RS04520	NC_007793.1	915866	917080	+	1215	0	0	0	0	0	0	0
SAUSA300_RS04525	NC_007793.1	917098	917334	+	237	0	0	0	0	0	0	0
SAUSA300_RS04530	NC_007793.1	917331	918506	+	1176	0	0	0	0	0	0	0
SAUSA300_RS04535	NC_007793.1	918769	919011	-	243	0	0	0	0	0	0	0
SAUSA300_RS04540	NC_007793.1	919112	919435	+	324	0	0	0	0	0	0	0
SAUSA300_RS04545	NC_007793.1	919494	920558	-	1065	0	0	0	0	0	0	0
SAUSA300_RS04550	NC_007793.1	920875	921111	+	237	0	0	0	0	0	0	0
SAUSA300_RS04555	NC_007793.1	921124	921483	+	360	0	0	0	0	0	0	0
SAUSA300_RS04560	NC_007793.1	921937	923145	+	1209	0	0	0	0	0	0	0
SAUSA300_RS04565	NC_007793.1	923276	924751	+	1476	0	0	0	0	0	0	0
SAUSA300_RS04570	NC_007793.1	925162	926478	+	1317	0	0	0	0	0	0	0
SAUSA300_RS04575	NC_007793.1	926497	926871	+	375	0	0	0	0	0	0	0
SAUSA300_RS04580	NC_007793.1	926927	928081	-	1155	0	0	0	0	0	0	0
SAUSA300_RS04585	NC_007793.1	928330	928686	-	357	0	0	0	0	0	0	0
SAUSA300_RS04590	NC_007793.1	928664	928957	-	294	0	0	0	0	0	0	0
SAUSA300_RS04595	NC_007793.1	928957	929436	-	480	0	0	0	0	0	0	0
SAUSA300_RS04600	NC_007793.1	929438	930934	-	1497	0	0	0	0	0	0	0
SAUSA300_RS04605	NC_007793.1	930927	931268	-	342	0	0	0	0	0	0	0
SAUSA300_RS04610	NC_007793.1	931268	931696	-	429	0	0	0	0	0	0	0
SAUSA300_RS04615	NC_007793.1	931689	934094	-	2406	0	0	0	0	0	0	0
SAUSA300_RS04620	NC_007793.1	934225	934608	-	384	0	0	0	0	0	0	0
SAUSA300_RS04625	NC_007793.1	934672	935265	+	594	0	0	0	0	0	0	0
SAUSA300_RS04630	NC_007793.1	935681	936058	+	378	0	0	0	0	0	0	0
SAUSA300_RS04635	NC_007793.1	936420	937547	+	1128	0	0	0	0	0	0	0
SAUSA300_RS04640	NC_007793.1	937855	939045	+	1191	0	0	0	0	0	0	0
SAUSA300_RS04645	NC_007793.1	939154	940398	+	1245	0	0	0	0	0	0	0
SAUSA300_RS04655	NC_007793.1	940901	941830	-	930	0	0	0	0	0	0	0
SAUSA300_RS04660	NC_007793.1	942072	943451	-	1380	0	0	0	0	0	0	0
SAUSA300_RS04665	NC_007793.1	943441	944646	-	1206	0	0	0	0	0	0	0
SAUSA300_RS04670	NC_007793.1	944997	946328	+	1332	0	0	0	0	0	0	0
SAUSA300_RS04675	NC_007793.1	946653	947228	+	576	0	0	0	0	0	0	0
SAUSA300_RS04680	NC_007793.1	947233	947757	+	525	0	0	0	0	0	0	0
SAUSA300_RS04685	NC_007793.1	947773	948348	+	576	0	0	0	0	0	0	0
SAUSA300_RS04690	NC_007793.1	948508	951984	+	3477	0	0	0	0	0	0	0
SAUSA300_RS04695	NC_007793.1	951985	955638	+	3654	0	0	0	0	0	0	0
SAUSA300_RS04700	NC_007793.1	955804	956706	+	903	0	0	0	0	0	0	0
SAUSA300_RS04705	NC_007793.1	957035	957424	+	390	0	0	0	0	0	0	0
SAUSA300_RS04710	NC_007793.1	957595	958911	-	1317	0	0	0	0	0	0	0
SAUSA300_RS04715	NC_007793.1	958963	959787	-	825	0	0	0	0	0	0	0
SAUSA300_RS04720	NC_007793.1	959901	960209	+	309	0	0	0	0	0	0	0
SAUSA300_RS04725	NC_007793.1	960756	962570	+	1815	0	0	0	0	0	0	0
SAUSA300_RS04730	NC_007793.1	962773	965382	+	2610	0	0	0	0	0	0	0
SAUSA300_RS04735	NC_007793.1	965441	966310	-	870	0	0	0	0	0	0	0
SAUSA300_RS04740	NC_007793.1	966420	967565	+	1146	0	0	0	0	0	0	0
SAUSA300_RS04745	NC_007793.1	967549	968190	+	642	0	0	0	0	0	0	0
SAUSA300_RS04750	NC_007793.1	968183	969301	+	1119	0	0	0	0	0	0	0
SAUSA300_RS04755	NC_007793.1	969285	969800	+	516	0	0	0	0	0	0	0
SAUSA300_RS04760	NC_007793.1	970111	970545	+	435	0	0	0	0	0	0	0
SAUSA300_RS04765	NC_007793.1	970802	970987	-	186	0	0	0	0	0	0	0
SAUSA300_RS04770	NC_007793.1	971282	972223	+	942	0	0	0	0	0	0	0
SAUSA300_RS04775	NC_007793.1	972235	973479	+	1245	0	0	0	0	0	0	0
SAUSA300_RS04785	NC_007793.1	974149	975075	+	927	0	0	0	0	0	0	0
SAUSA300_RS04790	NC_007793.1	975075	976145	+	1071	0	0	0	0	0	0	0
SAUSA300_RS04795	NC_007793.1	976162	977244	+	1083	0	0	0	0	0	0	0
SAUSA300_RS04800	NC_007793.1	977234	978175	+	942	0	0	0	0	0	0	0
SAUSA300_RS04805	NC_007793.1	978194	979849	+	1656	0	0	0	0	0	0	0
SAUSA300_RS04810	NC_007793.1	980061	981776	+	1716	0	0	0	0	0	0	0
SAUSA300_RS04815	NC_007793.1	981827	982813	+	987	0	0	0	0	0	0	0
SAUSA300_RS04820	NC_007793.1	982816	983796	+	981	0	0	0	0	0	0	0
SAUSA300_RS04825	NC_007793.1	983789	984751	+	963	0	0	0	0	0	0	0
SAUSA300_RS04830	NC_007793.1	984763	985644	+	882	0	0	0	0	0	0	0
SAUSA300_RS04835	NC_007793.1	985686	986675	-	990	0	0	0	0	0	0	0
SAUSA300_RS04840	NC_007793.1	986970	987365	+	396	0	0	0	0	0	0	0
SAUSA300_RS04845	NC_007793.1	987736	988455	+	720	0	0	0	0	0	0	0
SAUSA300_RS04855	NC_007793.1	989609	991417	+	1809	0	0	0	0	0	0	0
SAUSA300_RS04860	NC_007793.1	991877	992683	-	807	0	0	0	0	0	0	0
SAUSA300_RS04865	NC_007793.1	992706	993071	-	366	0	0	0	0	0	0	0
SAUSA300_RS04870	NC_007793.1	993175	993768	-	594	0	0	0	0	0	0	0
SAUSA300_RS04875	NC_007793.1	993954	994301	+	348	0	0	0	0	0	0	0
SAUSA300_RS04880	NC_007793.1	994318	994953	+	636	0	0	0	0	0	0	0
SAUSA300_RS04885	NC_007793.1	994970	995779	+	810	0	0	0	0	0	0	0
SAUSA300_RS04890	NC_007793.1	995776	996630	+	855	0	0	0	0	0	0	0
SAUSA300_RS04895	NC_007793.1	996651	998036	+	1386	0	0	0	0	0	0	0
SAUSA300_RS04900	NC_007793.1	998046	999890	+	1845	0	0	0	0	0	0	0
SAUSA300_RS04905	NC_007793.1	1000168	1000938	+	771	0	0	0	0	0	0	0
SAUSA300_RS04910	NC_007793.1	1001133	1002218	-	1086	0	0	0	0	0	0	0
SAUSA300_RS04915	NC_007793.1	1002560	1004128	+	1569	0	0	0	0	0	0	0
SAUSA300_RS04920	NC_007793.1	1004270	1005028	+	759	0	0	0	0	0	0	0
SAUSA300_RS04925	NC_007793.1	1005222	1005731	+	510	0	0	0	0	0	0	0
SAUSA300_RS04930	NC_007793.1	1005844	1007034	-	1191	0	0	0	0	0	0	0
SAUSA300_RS04935	NC_007793.1	1007012	1008187	-	1176	0	0	0	0	0	0	0
SAUSA300_RS04940	NC_007793.1	1008620	1010101	+	1482	0	0	0	0	0	0	0
SAUSA300_RS04945	NC_007793.1	1010094	1010345	+	252	0	0	0	0	0	0	0
SAUSA300_RS04950	NC_007793.1	1010345	1011907	+	1563	0	0	0	0	0	0	0
SAUSA300_RS04955	NC_007793.1	1012209	1013012	+	804	0	0	0	0	0	0	0
SAUSA300_RS04960	NC_007793.1	1013231	1015555	+	2325	0	0	0	0	0	0	0
SAUSA300_RS04965	NC_007793.1	1015572	1016930	+	1359	0	0	0	0	0	0	0
SAUSA300_RS04970	NC_007793.1	1017069	1018580	+	1512	0	0	0	0	0	0	0
SAUSA300_RS04975	NC_007793.1	1018760	1018848	-	89	0	0	0	0	0	0	0
SAUSA300_RS04980	NC_007793.1	1018851	1018925	-	75	0	0	0	0	0	0	0
SAUSA300_RS04985	NC_007793.1	1019067	1019636	-	570	0	0	0	0	0	0	0
SAUSA300_RS04990	NC_007793.1	1019846	1020064	+	219	0	0	0	0	0	0	0
SAUSA300_RS04995	NC_007793.1	1020145	1021131	-	987	0	0	0	0	0	0	0
SAUSA300_RS05000	NC_007793.1	1021330	1021506	+	177	0	0	0	0	0	0	0
SAUSA300_RS05005	NC_007793.1	1021521	1022123	+	603	0	0	0	0	0	0	0
SAUSA300_RS15985	NC_007793.1	1022439	1022501	+	63	0	0	0	0	0	0	0
SAUSA300_RS05015	NC_007793.1	1023040	1023141	+	102	0	0	0	0	0	0	0
SAUSA300_RS15255	NC_007793.1	1023151	1023423	+	273	0	0	0	0	0	0	0
SAUSA300_RS05020	NC_007793.1	1023467	1025431	+	1965	0	0	0	0	0	0	0
SAUSA300_RS05025	NC_007793.1	1025434	1025754	+	321	0	0	0	0	0	0	0
SAUSA300_RS05030	NC_007793.1	1025751	1026392	+	642	0	0	0	0	0	0	0
SAUSA300_RS15260	NC_007793.1	1026480	1026770	-	291	0	0	0	0	0	0	0
SAUSA300_RS05040	NC_007793.1	1027049	1027336	+	288	0	0	0	0	0	0	0
SAUSA300_RS05045	NC_007793.1	1027342	1028823	+	1482	0	0	0	0	0	0	0
SAUSA300_RS05050	NC_007793.1	1028912	1029268	-	357	0	0	0	0	0	0	0
SAUSA300_RS05055	NC_007793.1	1029745	1030704	+	960	0	0	0	0	0	0	0
SAUSA300_RS05060	NC_007793.1	1030750	1030881	-	132	0	0	0	0	0	0	0
SAUSA300_RS05065	NC_007793.1	1030945	1031160	-	216	0	0	0	0	0	0	0
SAUSA300_RS05070	NC_007793.1	1031325	1031876	+	552	0	0	0	0	0	0	0
SAUSA300_RS05075	NC_007793.1	1031928	1032866	-	939	0	0	0	0	0	0	0
SAUSA300_RS15990	NC_007793.1	1033017	1033121	+	105	0	0	0	0	0	0	0
SAUSA300_RS05080	NC_007793.1	1033087	1034409	+	1323	0	0	0	0	0	0	0
SAUSA300_RS05085	NC_007793.1	1034396	1036069	+	1674	0	0	0	0	0	0	0
SAUSA300_RS05090	NC_007793.1	1036056	1036859	+	804	0	0	0	0	0	0	0
SAUSA300_RS05095	NC_007793.1	1036852	1037673	+	822	0	0	0	0	0	0	0
SAUSA300_RS05100	NC_007793.1	1037912	1038241	-	330	0	0	0	0	0	0	0
SAUSA300_RS05105	NC_007793.1	1038279	1039460	-	1182	0	0	0	0	0	0	0
SAUSA300_RS05110	NC_007793.1	1039542	1040552	-	1011	0	0	0	0	0	0	0
SAUSA300_RS05115	NC_007793.1	1041080	1042234	-	1155	0	0	0	0	0	0	0
SAUSA300_RS05120	NC_007793.1	1042430	1043440	-	1011	0	0	0	0	0	0	0
SAUSA300_RS05125	NC_007793.1	1043593	1044012	+	420	0	0	0	0	0	0	0
SAUSA300_RS05130	NC_007793.1	1044039	1044149	+	111	0	0	0	0	0	0	0
SAUSA300_RS05135	NC_007793.1	1044219	1047989	-	3771	0	0	0	0	0	0	0
SAUSA300_RS05140	NC_007793.1	1048217	1048651	-	435	0	0	0	0	0	0	0
SAUSA300_RS05145	NC_007793.1	1048806	1049276	-	471	0	0	0	0	0	0	0
SAUSA300_RS05150	NC_007793.1	1049324	1050541	-	1218	0	0	0	0	0	0	0
